Event;Gender;Date;Time;Athlete;Country;Meet;City;Nation
400m freestyle;Men;12/03/1982;03:49.6;SALNIKOV, Vladimir;URS;URS v GDR Dual Meet;Moskva (Moscow);URS
400m freestyle;Men;14/07/1982;03:49.6;SALNIKOV, Vladimir;URS;URS Nationals;Kiev;URS
400m freestyle;Men;19/02/1983;03:48.3;SALNIKOV, Vladimir;URS;URS Winter Nationals;Moskva (Moscow);URS
400m freestyle;Men;27/06/1985;03:47.8;GROSS, Michael;FRG;FRG Nationals & European Championship Trials;Wuppertal;FRG
400m freestyle;Men;25/03/1988;03:47.4;WOJDAT, Artur;POL;USA Spring Nationals;Orlando, Florida;USA
400m freestyle;Men;23/09/1988;03:46.9;DASSLER, Uwe;GDR;Olympic Games;Seoul;KOR
400m freestyle;Men;03/04/1992;03:46.5;PERKINS, Kieren;AUS;Australian Olympic Trials;Canberra;AUS
400m freestyle;Men;29/07/1992;03:45.0;SADOVYI, Yevgeny;EUN;Olympic Games;Barcelona;ESP
400m freestyle;Men;11/09/1994;03:43.8;PERKINS, Kieren;AUS;World Championships;Roma, Lazio;ITA
400m freestyle;Men;22/08/1999;03:41.8;THORPE, Ian;AUS;Pan Pacific Championships;Sydney, New South Wales;AUS
400m freestyle;Men;13/05/2000;03:41.3;THORPE, Ian;AUS;Australian Olympic Trials;Sydney, New South Wales;AUS
400m freestyle;Men;16/09/2000;03:40.6;THORPE, Ian;AUS;Olympic Games;Sydney, New South Wales;AUS
400m freestyle;Men;22/07/2001;03:40.2;THORPE, Ian;AUS;World Championships;Fukuoka, Fukuoka;JPN
400m freestyle;Men;30/07/2002;03:40.1;THORPE, Ian;AUS;Commonwealth Games;Manchester;GBR
400m freestyle;Men;26/07/2009;03:40.1;BIEDERMANN, Paul;GER;World Championships;Roma, Lazio;ITA
800m freestyle;Men;21/07/1906;11:25.4;TAYLOR, Henry;GBR;;Runcorn;GBR
800m freestyle;Men;10/01/1920;11:24.2;ROSS, Norman;USA;;Sydney, New South Wales;AUS
800m freestyle;Men;13/01/1923;11:05.2;CHARLTON, Andrew;AUS;;Sydney, New South Wales;AUS
800m freestyle;Men;19/01/1924;10:51.8;CHARLTON, Andrew;AUS;;Sydney, New South Wales;AUS
800m freestyle;Men;11/04/1924;10:43.6;BORG, Arne;SWE;;Honolulu, Hawaii;USA
800m freestyle;Men;25/08/1925;10:37.4;BORG, Arne;SWE;;Harnäs;SWE
800m freestyle;Men;08/01/1927;10:32.0;CHARLTON, Andrew;AUS;;Sydney, New South Wales;AUS
800m freestyle;Men;27/07/1927;10:22.2;WEISSMULLER, Johnny;USA;;Honolulu, Hawaii;USA
800m freestyle;Men;30/05/1930;10:19.6;TARIS, Jean;FRA;;Paris;FRA
800m freestyle;Men;09/06/1931;10:17.2;TARIS, Jean;FRA;;Cannes;FRA
800m freestyle;Men;30/08/1931;10:16.6;MAKINO, Shozo;JPN;;Osaka;JPN
800m freestyle;Men;21/06/1932;10:15.6;TARIS, Jean;FRA;;Cannes;FRA
800m freestyle;Men;25/06/1933;10:08.6;MAKINO, Shozo;JPN;;Tokyo;JPN
800m freestyle;Men;16/09/1933;10:01.2;MAKINO, Shozo;JPN;;Tokyo;JPN
800m freestyle;Men;15/09/1935;09:55.8;MAKINO, Shozo;JPN;;Tokyo;JPN
800m freestyle;Men;24/07/1941;09:50.9;SMITH, Bill;USA;;Honolulu, Hawaii;USA
800m freestyle;Men;26/06/1949;09:45.6;FURUHASHI, Hironoshin;JPN;;Tokyo;JPN
800m freestyle;Men;16/08/1949;09:45.0;HASHIZUME, Shiro;JPN;;Los Angeles, California;USA
800m freestyle;Men;16/08/1949;09:40.7;FURUHASHI, Hironoshin;JPN;;Los Angeles, California;USA
800m freestyle;Men;16/08/1949;09:35.5;FURUHASHI, Hironoshin;JPN;;Los Angeles, California;USA
800m freestyle;Men;07/07/1951;09:30.7;KONNO, Ford;USA;;Honolulu, Hawaii;USA
800m freestyle;Men;27/10/1956;09:15.7;BREEN, George;USA;;New Haven, Connecticut;USA
800m freestyle;Men;11/01/1958;09:17.7;KONRADS, John;AUS;;Sydney, New South Wales;AUS
800m freestyle;Men;22/02/1958;09:14.5;KONRADS, John;AUS;Australian Championships;Melbourne, Victoria;AUS
800m freestyle;Men;10/01/1959;08:59.6;KONRADS, John;AUS;;Sydney, New South Wales;AUS
800m freestyle;Men;26/08/1962;08:51.5;ROSE, Murray;AUS;;Los Altos, California;USA
800m freestyle;Men;03/08/1966;08:47.4;BELITS-GEIMAN, Semyon;URS;;Kharkov;URS
800m freestyle;Men;16/01/1967;08:47.3;BENNETT, John;AUS;;Sydney, New South Wales;AUS
800m freestyle;Men;05/07/1967;08:46.8;MOSCONI, Alain;FRA;;Monte Carlo;MON
800m freestyle;Men;21/07/1967;08:42.0;LUYCE, Francis;FRA;;Dinard;FRA
800m freestyle;Men;03/09/1968;08:34.3;BURTON, Michael;USA;USA Olympic Trials;Long Beach, California;USA
800m freestyle;Men;17/08/1969;08:28.8;BURTON, Michael;USA;AAU Championships;Louisville, Kentucky;USA
800m freestyle;Men;03/04/1971;08:28.6;WINDEATT, Graham;AUS;New South Wales State Championships;Sydney, New South Wales;AUS
800m freestyle;Men;12/01/1972;08:23.8;COOPER, Brad;AUS;New South Wales State Championships;Sydney, New South Wales;AUS
800m freestyle;Men;05/08/1973;08:17.6;HOLLAND, Stephen;AUS;Pre-World Championship Meet;Brisbane, Queensland;AUS
800m freestyle;Men;08/09/1973;08:16.3;HOLLAND, Stephen;AUS;World Championships;Beograd (Belgrade);YUG
800m freestyle;Men;01/01/1974;08:15.9;HOLLAND, Stephen;AUS;Commonwealth Games;Christchurch;NZL
800m freestyle;Men;17/01/1975;08:15.2;HOLLAND, Stephen;AUS;Queensland State Championships;Brisbane, Queensland;AUS
800m freestyle;Men;25/01/1975;08:15.0;HOLLAND, Stephen;AUS;New Zealand Games;Christchurch;NZL
800m freestyle;Men;21/06/1975;08:13.7;SHAW, Tim;USA;USA World Championship Trials;Long Beach, California;USA
800m freestyle;Men;13/07/1975;08:09.6;SHAW, Tim;USA;Pre-World Championship Meet;Mission Viejo, California;USA
800m freestyle;Men;27/02/1976;08:06.3;HOLLAND, Stephen;AUS;Australian Olympic Trials;Sydney, New South Wales;AUS
800m freestyle;Men;29/02/1976;08:02.9;HOLLAND, Stephen;AUS;Australian Olympic Trials;Sydney, New South Wales;AUS
800m freestyle;Men;21/06/1976;08:01.5;HACKETT, Bobby;USA;USA Olympic Trials;Long Beach, California;USA
800m freestyle;Men;23/03/1979;07:56.5;SALNIKOV, Vladimir;URS;URS v GDR Dual Meet;Minsk, Belorussia;URS
800m freestyle;Men;14/02/1982;07:52.8;SALNIKOV, Vladimir;URS;URS Winter Nationals;Moskva (Moscow);URS
800m freestyle;Men;14/07/1983;07:52.3;SALNIKOV, Vladimir;URS;Los Angeles International;Los Angeles, California;USA
800m freestyle;Men;04/07/1986;07:50.6;SALNIKOV, Vladimir;URS;Goodwill Games;Moskva (Moscow);URS
800m freestyle;Men;25/08/1991;07:47.9;PERKINS, Kieren;AUS;Pan Pacific Championships;Edmonton, Alberta;CAN
800m freestyle;Men;16/02/1992;07:46.6;PERKINS, Kieren;AUS;New South Wales State Championships;Sydney, New South Wales;AUS
800m freestyle;Men;24/08/1994;07:46.0;PERKINS, Kieren;AUS;Commonwealth Games;Victoria, British Columbia;CAN
800m freestyle;Men;26/03/2001;07:41.6;THORPE, Ian;AUS;Australian Championships & World Championship Trials;Hobart, Tasmania;AUS
800m freestyle;Men;24/07/2001;07:39.2;THORPE, Ian;AUS;World Championships;Fukuoka, Fukuoka;JPN
800m freestyle;Men;27/07/2005;07:38.7;HACKETT, Grant;AUS;World Championships;Montréal, Québec;CAN
800m freestyle;Men;29/07/2009;07:32.1;ZHANG, Lin;CHN;World Championships;Roma, Lazio;ITA
1500m freestyle;Men;25/07/1908;22:48.4;TAYLOR, Henry;GBR;Olympic Games;London, Greater London, England;GBR
1500m freestyle;Men;10/07/1912;22:00.0;HODGSON, George;CAN;Olympic Games;Stockholm;SWE
1500m freestyle;Men;08/07/1923;21:35.3;BORG, Arne;SWE;;Gothenburg;SWE
1500m freestyle;Men;30/01/1924;21:15.0;BORG, Arne;SWE;;Sydney, New South Wales;AUS
1500m freestyle;Men;13/07/1924;21:11.4;BORG, Arne;SWE;Olympic Games;Paris;FRA
1500m freestyle;Men;15/07/1924;20:06.6;CHARLTON, Andrew;AUS;Olympic Games;Paris;FRA
1500m freestyle;Men;18/08/1926;20:04.4;BORG, Arne;SWE;;Budapest;HUN
1500m freestyle;Men;02/09/1927;19:07.2;BORG, Arne;SWE;European Championships;Bologna;ITA
1500m freestyle;Men;10/08/1938;18:58.8;AMANO, Tomikatsu;JPN;;Tokyo;JPN
1500m freestyle;Men;16/08/1949;18:35.7;HASHIZUME, Shiro;JPN;;Los Angeles, California;USA
1500m freestyle;Men;16/08/1949;18:19.0;FURUHASHI, Hironoshin;JPN;;Los Angeles, California;USA
1500m freestyle;Men;03/05/1956;18:05.9;BREEN, George;USA;;New Haven, Connecticut;USA
1500m freestyle;Men;30/10/1956;17:59.5;ROSE, Murray;AUS;;Melbourne, Victoria;AUS
1500m freestyle;Men;05/12/1956;17:52.9;BREEN, George;USA;Olympic Games;Melbourne, Victoria;AUS
1500m freestyle;Men;22/02/1958;17:28.7;KONRADS, John;AUS;Australian Championships;Melbourne, Victoria;AUS
1500m freestyle;Men;27/02/1960;17:11.0;KONRADS, John;AUS;Australian Championships & Olympic Trials;Sydney, New South Wales;AUS
1500m freestyle;Men;17/08/1963;17:05.5;SAARI, Roy;USA;6th US-Japan Dual Meet;Tokyo;JPN
1500m freestyle;Men;02/08/1964;17:01.8;ROSE, Murray;AUS;USA Summer Nationals;Los Altos, California;USA
1500m freestyle;Men;02/09/1964;16:58.7;SAARI, Roy;USA;;New York, New York;USA
1500m freestyle;Men;15/08/1965;16:58.6;KRAUSE, Stephen;USA;AAU Championships;Maumee, Ohio;USA
1500m freestyle;Men;21/08/1966;16:41.6;BURTON, Michael;USA;AAU Championships;Lincoln, Nebraska;USA
1500m freestyle;Men;13/08/1967;16:34.1;BURTON, Michael;USA;;Oak Park, California;USA
1500m freestyle;Men;07/07/1968;16:28.1;ECHEVARRIA, Guillermo;MEX;Santa Clara Invitational;Santa Clara, California;USA
1500m freestyle;Men;03/09/1968;16:08.6;BURTON, Michael;USA;USA Olympic Trials;Long Beach, California;USA
1500m freestyle;Men;17/08/1969;16:04.5;BURTON, Michael;USA;AAU Championships;Louisville, Kentucky;USA
1500m freestyle;Men;23/08/1970;15:57.1;KINSELLA, John;USA;AAU Championships;Los Angeles, California;USA
1500m freestyle;Men;06/08/1972;15:52.9;DEMONT, Rick;USA;USA Olympic Trials;Chicago, Illinois;USA
1500m freestyle;Men;04/09/1972;15:52.6;BURTON, Michael;USA;Olympic Games;München, Bavaria;FRG
1500m freestyle;Men;05/08/1973;15:37.8;HOLLAND, Stephen;AUS;Pre-World Championship Meet;Brisbane, Queensland;AUS
1500m freestyle;Men;08/09/1973;15:31.9;HOLLAND, Stephen;AUS;World Championships;Beograd (Belgrade);YUG
1500m freestyle;Men;25/08/1974;15:31.8;SHAW, Tim;USA;AAU Championships;Concord, California;USA
1500m freestyle;Men;25/01/1975;15:27.8;HOLLAND, Stephen;AUS;New Zealand Games;Christchurch;NZL
1500m freestyle;Men;21/06/1975;15:20.9;SHAW, Tim;USA;USA World Championship Trials;Long Beach, California;USA
1500m freestyle;Men;27/02/1976;15:10.9;HOLLAND, Stephen;AUS;Australian Olympic Trials;Sydney, New South Wales;AUS
1500m freestyle;Men;21/06/1976;15:06.7;GOODELL, Brian;USA;USA Olympic Trials;Long Beach, California;USA
1500m freestyle;Men;20/07/1976;15:02.4;GOODELL, Brian;USA;Olympic Games;Montréal, Québec;CAN
1500m freestyle;Men;22/07/1980;14:58.3;SALNIKOV, Vladimir;URS;Olympic Games;Moskva (Moscow);URS
1500m freestyle;Men;13/03/1982;14:56.3;SALNIKOV, Vladimir;URS;URS v GDR Dual Meet;Moskva (Moscow);URS
1500m freestyle;Men;22/02/1983;14:54.8;SALNIKOV, Vladimir;URS;URS Winter Nationals;Moskva (Moscow);URS
1500m freestyle;Men;13/01/1991;14:50.4;HOFFMANN, Joerg;GER;World Championships;Perth, Western Australia;AUS
1500m freestyle;Men;05/04/1992;14:48.4;PERKINS, Kieren;AUS;Australian Olympic Trials;Canberra;AUS
1500m freestyle;Men;31/07/1992;14:43.5;PERKINS, Kieren;AUS;Olympic Games;Barcelona;ESP
1500m freestyle;Men;24/08/1994;14:41.7;PERKINS, Kieren;AUS;Commonwealth Games;Victoria, British Columbia;CAN
1500m freestyle;Men;29/07/2001;14:34.6;HACKETT, Grant;AUS;World Championships;Fukuoka, Fukuoka;JPN
1500m freestyle;Men;31/07/2011;14:34.1;SUN, Yang;CHN;World Championships;Shanghai;CHN
1500m freestyle;Men;04/08/2012;14:31.0;SUN, Yang;CHN;Olympic Games;London, Greater London, England;GBR
1500m freestyle;Men;04/08/2024;14:30.7;FINKE, Bobby;USA;Olympic Games;Paris;FRA
50m butterfly;Men;14/05/2000;23.6;HUEGILL, Geoff;AUS;Australian Olympic Trials;Sydney, New South Wales;AUS
50m butterfly;Men;27/07/2001;23.44;HUEGILL, Geoff;AUS;World Championships;Fukuoka, Fukuoka;JPN
50m butterfly;Men;21/07/2003;23.43;WELSH, Matt;AUS;World Championships;Barcelona;ESP
50m butterfly;Men;29/02/2004;23.3;CROCKER, Ian;USA;Big 12 Time Trials;Austin, Texas;USA
50m butterfly;Men;24/07/2005;23.01;SCHOEMAN, Roland;RSA;World Championships;Montréal, Québec;CAN
50m butterfly;Men;25/07/2005;22.96;SCHOEMAN, Roland;RSA;World Championships;Montréal, Québec;CAN
50m butterfly;Men;05/04/2009;22.43;MUNOZ, Rafael;ESP;Spain Nationals;Málaga;ESP
50m butterfly;Men;01/07/2018;22.27;GOVOROV, Andrii;UKR;Sette Colli;Roma, Lazio;ITA
100m butterfly;Men;31/05/1953;01:04.3;TUMPEK, Gyorgy;HUN;;Budapest;HUN
100m butterfly;Men;08/05/1954;01:03.7;TUMPEK, Gyorgy;HUN;;Budapest;HUN
100m butterfly;Men;01/08/1954;01:02.3;TUMPEK, Gyorgy;HUN;;Budapest;HUN
100m butterfly;Men;02/04/1955;01:01.5;WIGGINS, Albert;USA;;New Haven, Connecticut;USA
100m butterfly;Men;26/05/1957;01:03.4;TUMPEK, Gyorgy;HUN;;Budapest;HUN
100m butterfly;Men;16/06/1957;01:01.5;ISHIMOTO, Takashi;JPN;;Kurume;JPN
100m butterfly;Men;07/07/1957;01:01.3;ISHIMOTO, Takashi;JPN;;Tokyo;JPN
100m butterfly;Men;06/09/1957;01:01.2;ISHIMOTO, Takashi;JPN;;Kurume;JPN
100m butterfly;Men;29/06/1958;01:01.1;ISHIMOTO, Takashi;JPN;LA Herald-Examiner Meet;Los Angeles, California;USA
100m butterfly;Men;14/09/1958;01:01.0;ISHIMOTO, Takashi;JPN;;Kochi;JPN
100m butterfly;Men;26/06/1960;59;LARSON, Lance;USA;;Los Angeles, California;USA
100m butterfly;Men;24/07/1960;58.7;LARSON, Lance;USA;;Toledo, Ohio;USA
100m butterfly;Men;20/08/1961;58.6;SCHMIDT, Fred;USA;Men's NAAA Championships;Los Angeles, California;USA
100m butterfly;Men;24/04/1962;58.4;NICOLAO, Luis;ARG;;Rio de Janeiro;BRA
100m butterfly;Men;27/04/1962;57;NICOLAO, Luis;ARG;;Rio de Janeiro;BRA
100m butterfly;Men;31/07/1967;56.29;SPITZ, Mark;USA;Pan American Games;Winnipeg, Manitoba;CAN
100m butterfly;Men;29/08/1967;56.3;RUSSELL, Douglas Albert;USA;World University Games;Tokyo;JPN
100m butterfly;Men;07/10/1967;55.7;SPITZ, Mark;USA;;Berlin;FRG
100m butterfly;Men;30/08/1968;55.6;SPITZ, Mark;USA;USA Olympic Trials;Long Beach, California;USA
100m butterfly;Men;25/08/1971;55;SPITZ, Mark;USA;AAU Championships;Houston, Texas;USA
100m butterfly;Men;04/08/1972;54.72;SPITZ, Mark;USA;USA Olympic Trials;Chicago, Illinois;USA
100m butterfly;Men;04/08/1972;54.56;SPITZ, Mark;USA;USA Olympic Trials;Chicago, Illinois;USA
100m butterfly;Men;31/08/1972;54.27;SPITZ, Mark;USA;Olympic Games;München, Bavaria;FRG
100m butterfly;Men;27/08/1977;54.18;BOTTOM, Joe;USA;USA v GDR Dual Meet;Berlin;GDR
100m butterfly;Men;11/04/1980;54.15;ARVIDSSON, Par;SWE;USA Spring Nationals;Austin, Texas;USA
100m butterfly;Men;03/04/1981;53.81;PAULUS, William;USA;Longhorn Invitational;Austin, Texas;USA
100m butterfly;Men;06/08/1983;53.44;GRIBBLE, Matt;USA;USA Nationals;Clovis, California;USA
100m butterfly;Men;26/06/1984;53.38;MORALES, Pablo;USA;USA Olympic Trials;Indianapolis, Indiana;USA
100m butterfly;Men;30/07/1984;53.08;GROSS, Michael;GER;Olympic Games;Los Angeles, California;USA
100m butterfly;Men;23/06/1986;52.84;MORALES, Pablo;USA;USA World Championship Trials;Orlando, Florida;USA
100m butterfly;Men;23/08/1995;52.32;PANKRATOV, Denis;RUS;;Wien (Vienna);AUT
100m butterfly;Men;24/07/1996;52.27;PANKRATOV, Denis;RUS;Olympic Games;Atlanta, Georgia;USA
100m butterfly;Men;09/10/1997;52.15;KLIM, Michael;AUS;;Brisbane, Queensland;AUS
100m butterfly;Men;10/12/1999;52.03;KLIM, Michael;AUS;;Canberra;AUS
100m butterfly;Men;12/12/1999;51.81;KLIM, Michael;AUS;;Canberra;AUS
100m butterfly;Men;25/07/2003;51.76;SERDINOV, Andriy;UKR;World Championships;Barcelona;ESP
100m butterfly;Men;25/07/2003;51.47;PHELPS, Michael;USA;World Championships;Barcelona;ESP
100m butterfly;Men;26/07/2003;50.98;CROCKER, Ian;USA;World Championships;Barcelona;ESP
100m butterfly;Men;13/07/2004;50.76;CROCKER, Ian;USA;USA Olympic Trials;Long Beach, California;USA
100m butterfly;Men;30/07/2005;50.4;CROCKER, Ian;USA;World Championships;Montréal, Québec;CAN
100m butterfly;Men;09/07/2009;50.22;PHELPS, Michael;USA;USA Nationals;Indianapolis, Indiana;USA
100m butterfly;Men;31/07/2009;50.01;CAVIC, Milorad;SRB;World Championships;Roma, Lazio;ITA
100m butterfly;Men;01/08/2009;49.82;PHELPS, Michael;USA;World Championships;Roma, Lazio;ITA
100m butterfly;Men;26/07/2019;49.5;DRESSEL, Caeleb;USA;World Championships;Gwangju;KOR
100m butterfly;Men;31/07/2021;49.45;DRESSEL, Caeleb;USA;Olympic Games;Tokyo;JPN
200m butterfly;Men;17/09/1954;02:21.6;NAGASAWA, Jiro;JPN;;Tokyo;JPN
200m butterfly;Men;01/10/1955;02:20.8;ISHIMOTO, Takashi;JPN;;Tokyo;JPN
200m butterfly;Men;14/03/1956;02:19.3;NAGASAWA, Jiro;JPN;;New Haven, Connecticut;USA
200m butterfly;Men;14/04/1956;02:16.7;YORZYK, William;USA;;Winchendon;USA
200m butterfly;Men;10/07/1959;02:15.0;TROY, Mike;USA;;Evansville, Indiana;USA
200m butterfly;Men;11/07/1959;02:19.0;TROY, Mike;USA;;Los Altos, California;USA
200m butterfly;Men;11/07/1959;02:16.4;TROY, Mike;USA;;Los Altos, California;USA
200m butterfly;Men;10/07/1960;02:15.0;TROY, Mike;USA;;Evansville, Indiana;USA
200m butterfly;Men;23/07/1960;02:13.4;TROY, Mike;USA;;Toledo, Ohio;USA
200m butterfly;Men;04/08/1960;02:13.2;TROY, Mike;USA;;Detroit, Michigan;USA
200m butterfly;Men;02/09/1960;02:12.8;TROY, Mike;USA;Olympic Games;Roma, Lazio;ITA
200m butterfly;Men;19/08/1961;02:12.6;ROBIE, Carl;USA;Men's NAAA Championships;Los Angeles, California;USA
200m butterfly;Men;20/02/1962;02:12.5;BERRY, Kevin;AUS;;Melbourne, Victoria;AUS
200m butterfly;Men;11/08/1962;02:12.4;ROBIE, Carl;USA;AAU Championships;Cuyahoga Falls, Ohio;USA
200m butterfly;Men;11/08/1962;02:10.8;ROBIE, Carl;USA;AAU Championships;Cuyahoga Falls, Ohio;USA
200m butterfly;Men;23/10/1962;02:09.7;BERRY, Kevin;AUS;Australian British Empire & Commonwealth Games Trials;Melbourne, Victoria;AUS
200m butterfly;Men;12/01/1963;02:08.4;BERRY, Kevin;AUS;;Sydney, New South Wales;AUS
200m butterfly;Men;18/03/1963;02:08.2;ROBIE, Carl;USA;;Tokyo;JPN
200m butterfly;Men;29/03/1964;02:06.9;BERRY, Kevin;AUS;;Sydney, New South Wales;AUS
200m butterfly;Men;18/10/1964;02:06.6;BERRY, Kevin;AUS;Olympic Games;Tokyo;JPN
200m butterfly;Men;26/07/1967;02:06.4;SPITZ, Mark;USA;Pan American Games;Winnipeg, Manitoba;CAN
200m butterfly;Men;12/08/1967;02:06.4;SPITZ, Mark;USA;;Oak Park, California;USA
200m butterfly;Men;30/08/1967;02:06.0;FERRIS, John;USA;World University Games;Tokyo;JPN
200m butterfly;Men;08/10/1967;02:05.7;SPITZ, Mark;USA;;Berlin;FRG
200m butterfly;Men;22/08/1970;02:05.4;SPITZ, Mark;USA;AAU Championships;Los Angeles, California;USA
200m butterfly;Men;22/08/1970;02:05.0;HALL Sr., Gary;USA;AAU Championships;Los Angeles, California;USA
200m butterfly;Men;27/08/1971;02:03.9;SPITZ, Mark;USA;AAU Championships;Houston, Texas;USA
200m butterfly;Men;27/08/1971;02:03.9;SPITZ, Mark;USA;AAU Championships;Houston, Texas;USA
200m butterfly;Men;31/08/1971;02:03.3;FASSNACHT, Hans-Joachim;GER;;Landskrona;SWE
200m butterfly;Men;02/08/1972;02:01.9;SPITZ, Mark;USA;USA Olympic Trials;Chicago, Illinois;USA
200m butterfly;Men;02/08/1972;02:01.5;SPITZ, Mark;USA;USA Olympic Trials;Chicago, Illinois;USA
200m butterfly;Men;28/08/1972;02:00.7;SPITZ, Mark;USA;Olympic Games;München, Bavaria;FRG
200m butterfly;Men;03/06/1976;02:00.2;PYTTEL, Roger;GDR;GDR Olympic Trials;Berlin;GDR
200m butterfly;Men;03/06/1976;01:59.6;PYTTEL, Roger;GDR;GDR Olympic Trials;Berlin;GDR
200m butterfly;Men;18/07/1976;01:59.2;BRUNER, Mike;USA;Olympic Games;Montréal, Québec;CAN
200m butterfly;Men;30/07/1980;01:58.2;BEARDSLEY, Craig;USA;;Irvine, California;USA
200m butterfly;Men;22/08/1981;01:58.0;BEARDSLEY, Craig;USA;;Kiev;URS
200m butterfly;Men;26/08/1983;01:57.1;GROSS, Michael;GER;European Championships;Roma, Lazio;ITA
200m butterfly;Men;03/08/1984;01:57.0;SIEBEN, Jon;AUS;Olympic Games;Los Angeles, California;USA
200m butterfly;Men;29/06/1985;01:57.0;GROSS, Michael;GER;FRG Nationals & European Championship Trials;Wuppertal;FRG
200m butterfly;Men;10/08/1985;01:56.7;GROSS, Michael;GER;;Sofia;BUL
200m butterfly;Men;28/06/1986;01:56.2;GROSS, Michael;GER;;Hannover;FRG
200m butterfly;Men;12/01/1991;01:55.7;STEWART, Mel;USA;World Championships;Perth, Western Australia;AUS
200m butterfly;Men;14/06/1995;01:55.2;PANKRATOV, Denis;RUS;;Canet-en-Roussillon;FRA
200m butterfly;Men;17/06/2000;01:55.2;MALCHOW, Tom;USA;;Charlotte, North Carolina;USA
200m butterfly;Men;30/03/2001;01:54.9;PHELPS, Michael;USA;USA Nationals & World Championship Trials;Austin, Texas;USA
200m butterfly;Men;24/07/2001;01:54.6;PHELPS, Michael;USA;World Championships;Fukuoka, Fukuoka;JPN
200m butterfly;Men;22/07/2003;01:53.9;PHELPS, Michael;USA;World Championships;Barcelona;ESP
200m butterfly;Men;17/08/2006;01:53.8;PHELPS, Michael;USA;Pan Pacific Championships;Victoria, British Columbia;CAN
200m butterfly;Men;17/02/2007;01:53.7;PHELPS, Michael;USA;USA Grand Prix Meet;Columbia, Missouri;USA
200m butterfly;Men;28/03/2007;01:52.1;PHELPS, Michael;USA;World Championships;Melbourne, Victoria;AUS
200m butterfly;Men;13/08/2008;01:52.0;PHELPS, Michael;USA;Olympic Games;Beijing;CHN
200m butterfly;Men;21/07/2009;01:51.5;PHELPS, Michael;USA;World Championships;Roma, Lazio;ITA
200m butterfly;Men;24/07/2019;01:50.7;MILAK, Kristof;HUN;World Championships;Gwangju;KOR
200m butterfly;Men;21/06/2022;01:50.3;MILAK, Kristof;HUN;World Championships;Budapest;HUN
50m backstroke;Men;28/08/1999;24.99;KRAYZELBURG, Lenny;USA;Pan Pacific Championships;Sydney, New South Wales;AUS
50m backstroke;Men;27/07/2003;24.8;RUPPRATH, Thomas;GER;World Championships;Barcelona;ESP
50m backstroke;Men;02/04/2008;24.47;TANCOCK, Liam;GBR;British Championships;Sheffield, South Yorkshire, England;GBR
50m backstroke;Men;05/12/2008;24.33;BAL, Randall;USA;Dutch Swimming Cup;Eindhoven;NED
50m backstroke;Men;01/08/2009;24.08;TANCOCK, Liam;GBR;World Championships;Roma, Lazio;ITA
50m backstroke;Men;02/08/2009;24.04;TANCOCK, Liam;GBR;World Championships;Roma, Lazio;ITA
50m backstroke;Men;04/08/2018;24;KOLESNIKOV, Kliment;RUS;European Championships;Glasgow, Scotland;GBR
50m backstroke;Men;17/05/2021;23.93;KOLESNIKOV, Kliment;RUS;European Championships;Budapest;HUN
50m backstroke;Men;18/05/2021;23.8;KOLESNIKOV, Kliment;RUS;European Championships;Budapest;HUN
50m backstroke;Men;28/04/2022;23.71;ARMSTRONG, Hunter;USA;USA International Team Trials;Greensboro;USA
